student_id,pretest
MLDXH,74.26979787996662
BWHHF,43.880572990828135
O5U7H,59.39233938455765
X006R,52.32657650906028
KELXA,73.6368853172971
BKV9M,61.810894347482574
I55J5,66.03902165134433
IOQIU,66.73082379875028
174XC,40.39291141263278
PPU2J,64.13340754266375
KTSB7,64.26199732779298
ZLIIF,62.281805295237966
MIGU8,55.288685536685534
NRHKL,50.74927856570823
RV35S,58.58564144842086
IFRIJ,66.73082379875028
JU0SW,41.00891274270083
1ZWQW,33.27448945155292
2DSZC,33.27448945155292
YGGJT,43.880572990828135
FYF2E,33.27448945155292
9178O,38.5272308206929
CTFB2,29.4849454406103
O5RMI,41.298933659556226
XRD78,53.89786953203743
1DAZA,54.87241002461592
ZGB9Z,64.30746675546675
RM0W4,52.44038583638583
KB2DJ,56.69306285843997
57N0B,51.87313125056642
UYKRK,38.30586289951305
GRQ2T,35.728925093016954
V7CKV,83.45999973298117
0JIY9,31.671167529248628
ZRQGZ,29.4849454406103
3JJUP,35.87366666666666
0YXPR,41.720566516558776
9KW69,41.002552219710104
Q6SBB,64.30746675546675
1FKL9,71.75459523809522
JIMD2,60.860316017316016
K4MPY,39.20288528425703
37W3X,67.4188813131313
0XMEO,35.728925093016954
SEB4N,32.21560878601813
ARW1X,64.794974025974
86RZK,55.46652259384921
BVNY3,33.27448945155292
EUUCT,57.68765440115441
FTOMN,43.880572990828135
0OW7I,39.70906245947036
KENTO,48.178927839565965
PV4KT,73.65994805194806
0DXGZ,39.70906245947036
LHLZ0,59.39233938455765
WNW5P,59.12929953292547
IHVXF,69.51327927954398
094FR,57.03299733950261
EH504,45.69598284885049
JR3ZP,29.901661883731677
XQA13,79.5998192031223
SNGT7,41.298933659556226
NIJP6,52.32657650906028
I8P7Y,53.18333333333334
WV4F0,74.26979787996662
GF6MA,64.13340754266375
8023G,73.65994805194806
AYEU1,62.4875873015873
AXE5J,41.720566516558776
PC2MH,83.45999973298117
DOV3H,62.267654290154304
PQFNG,62.267654290154304
T3MLI,59.39233938455765
UP1PU,48.55995023457795
56VOR,39.70906245947036
ZHM15,73.2386622412675
ZBQ4T,62.8045128889858
KTSGX,65.99061111111111
6IDYQ,71.57536193914443
4QD4Z,68.55064729388258
CFICH,65.99061111111111
6QWJK,55.20428571428572
RZ7VK,44.243428571428566
JGQ0Z,40.39291141263278
I3PZA,69.51327927954398
NR8JR,58.58564144842086
QPPQJ,73.5659345099345
AV95M,60.15931237390061
G7UZ5,29.901661883731677
30219,65.99061111111111
S3J5U,41.053992956218174
98TI9,48.43444038830106
86R4S,56.22585087719299
GWG8B,60.922545953500595
O0K98,35.728925093016954
F4ZHY,60.5699365079365
LH25F,45.69598284885049
DUWJP,48.43444038830106
HPY7B,32.45350236092634
SY0BY,75.38204194824783
O8UE1,53.802716393771355
0U8FN,61.16439592350412
6CQH6,53.30128060828059
OV3PC,43.880572990828135
N7XOT,64.90803174603174
2HYPB,48.178927839565965
5UQNP,60.15931237390061
KXPEE,64.26199732779298
3DTQB,67.00289461587606
LMU2D,58.58564144842086
J0V3K,38.30586289951305
MRUD1,48.55995023457795
BR251,48.43444038830106
V2JU6,48.01161169156666
20GR2,31.66976520916303
A2OLH,52.69010275093681
XZH2Z,83.45999973298117
VZ1NV,62.267654290154304
5BAJD,68.4065950911833
58VZ8,41.00891274270083
GI9G6,35.728925093016954
3TJ3A,38.5272308206929
LRZXP,46.80799999999999
G5CGC,79.5998192031223
CNECS,70.34385714285716
ODYMF,73.5659345099345
5NROF,69.51327927954398
T72EG,46.38952691423399
6B3YQ,52.69010275093681
0QDDH,67.00289461587606
BWKEO,43.70119340108362
VCB7U,31.671167529248628
0NJH4,62.281805295237966
3BGGH,79.5998192031223
2EXQP,39.70906245947036
E7D9H,41.00891274270083
EJAMZ,63.668116781910896
BVRKY,62.281805295237966
VCHRB,35.728925093016954
WI916,65.84103174603175
RLE9C,51.35367155067155
M2OMY,67.47660251856844
DAAC3,73.6368853172971
Y2S14,59.12929953292547
9PPQ2,50.14816916851064
ZT5SN,74.26979787996662
TAFUM,35.728925093016954
PZFMC,55.46652259384921
9NW7W,31.671167529248628
CSZV6,83.45999973298117
BO4NT,67.47660251856844
583ZR,48.73476190476191
GGT4A,60.15931237390061
3S4PV,83.41452014368498
FDPKM,35.728925093016954
W4M1T,63.668116781910896
